,device_id,date,acc,type1,type2
50,00158D000151B30F1,20191120,1440,0,0
51,00158D000151B30F1,20191121,1440,0,0
52,00158D000151B30F1,20191122,1440,0,0
53,00158D000151B30F1,20191123,1440,0,0
54,00158D000151B30F1,20191124,1440,0,0
55,00158D000151B30F1,20191125,1440,0,0
56,00158D000151B30F1,20191126,1440,0,0
57,00158D000151B30F1,20191127,1440,0,0
58,00158D000151B30F1,20191128,1440,0,0
59,00158D000151B30F1,20191129,1440,0,0
60,00158D000151B30F1,20191130,1440,0,0
61,00158D000151B30F1,20191131,1440,0,0
62,00158D000151B4581,20191101,1440,0,0
63,00158D000151B4581,20191102,1440,0,0
64,00158D000151B4581,20191103,1440,0,0
65,00158D000151B4581,20191104,1440,0,0
66,00158D000151B4581,20191105,1440,0,0
67,00158D000151B4581,20191106,1440,0,0
68,00158D000151B4581,20191107,1440,0,0
69,00158D000151B4581,20191108,1440,0,0
70,00158D000151B4581,20191109,1440,0,0
71,00158D000151B4581,20191110,1440,0,0
72,00158D000151B4581,20191111,1440,0,0
73,00158D000151B4581,20191112,1440,0,0
74,00158D000151B4581,20191113,1440,0,0
75,00158D000151B4581,20191114,1440,0,0
76,00158D000151B4581,20191115,1440,0,0
77,00158D000151B4581,20191116,1440,0,0
78,00158D000151B4581,20191117,1440,0,0
79,00158D000151B4581,20191118,1440,0,0
80,00158D000151B4581,20191119,1440,0,0
81,00158D000151B4581,20191120,1440,0,0
82,00158D000151B4581,20191121,1440,0,0
83,00158D000151B4581,20191122,1440,0,0
84,00158D000151B4581,20191123,1440,0,0
85,00158D000151B4581,20191124,1440,0,0
86,00158D000151B4581,20191125,1440,0,0
87,00158D000151B4581,20191126,1440,0,0
88,00158D000151B4581,20191127,1440,0,0
89,00158D000151B4581,20191128,1440,0,0
90,00158D000151B4581,20191129,1440,0,0
91,00158D000151B4581,20191130,1440,0,0
92,00158D000151B4581,20191131,1440,0,0
93,00158D000151B46F1,20191101,1440,0,0
94,00158D000151B46F1,20191102,1440,0,0
95,00158D000151B46F1,20191103,1440,0,0
96,00158D000151B46F1,20191104,1440,0,0
97,00158D000151B46F1,20191105,1440,0,0
98,00158D000151B46F1,20191106,1440,0,0
99,00158D000151B46F1,20191107,1440,0,0
100,00158D000151B46F1,20191108,1440,0,0
101,00158D000151B46F1,20191109,1440,0,0
102,00158D000151B46F1,20191110,1440,0,0
103,00158D000151B46F1,20191111,1440,0,0
104,00158D000151B46F1,20191112,1440,0,0
105,00158D000151B46F1,20191113,1440,0,0
106,00158D000151B46F1,20191114,1440,0,0
107,00158D000151B46F1,20191115,1440,0,0
108,00158D000151B46F1,20191116,1440,0,0
109,00158D000151B46F1,20191117,1440,0,0
110,00158D000151B46F1,20191118,1440,0,0
111,00158D000151B46F1,20191119,1440,0,0
112,00158D000151B46F1,20191120,1440,0,0
113,00158D000151B46F1,20191121,1440,0,0
114,00158D000151B46F1,20191122,1440,0,0
115,00158D000151B46F1,20191123,1440,0,0
116,00158D000151B46F1,20191124,1440,0,0
117,00158D000151B46F1,20191125,1440,0,0
118,00158D000151B46F1,20191126,1440,0,0
119,00158D000151B46F1,20191127,1440,0,0
120,00158D000151B46F1,20191128,1440,0,0
121,00158D000151B46F1,20191129,1440,0,0
122,00158D000151B46F1,20191130,1440,0,0
123,00158D000151B46F1,20191131,1440,0,0
124,00158D000151B4781,20191101,1440,0,0
125,00158D000151B4781,20191102,1440,0,0
126,00158D000151B4781,20191103,1440,0,0
127,00158D000151B4781,20191104,1440,0,0
128,00158D000151B4781,20191105,1440,0,0
129,00158D000151B4781,20191106,1440,0,0
130,00158D000151B4781,20191107,1440,0,0
131,00158D000151B4781,20191108,1440,0,0
132,00158D000151B4781,20191109,1440,0,0
133,00158D000151B4781,20191110,1440,0,0
134,00158D000151B4781,20191111,1440,0,0
135,00158D000151B4781,20191112,1440,0,0
136,00158D000151B4781,20191113,1440,0,0
137,00158D000151B4781,20191114,1440,0,0
138,00158D000151B4781,20191115,1440,0,0
139,00158D000151B4781,20191116,1440,0,0
140,00158D000151B4781,20191117,1440,0,0
141,00158D000151B4781,20191118,1440,0,0
142,00158D000151B4781,20191119,1440,0,0
143,00158D000151B4781,20191120,1440,0,0
144,00158D000151B4781,20191121,1440,0,0
145,00158D000151B4781,20191122,1440,0,0
146,00158D000151B4781,20191123,1440,0,0
147,00158D000151B4781,20191124,1440,0,0
148,00158D000151B4781,20191125,1440,0,0
149,00158D000151B4781,20191126,1440,0,0
150,00158D000151B4781,20191127,1440,0,0
151,00158D000151B4781,20191128,1440,0,0
152,00158D000151B4781,20191129,1440,0,0
153,00158D000151B4781,20191130,1440,0,0
154,00158D000151B4781,20191131,1440,0,0
155,00158D000151B4871,20191101,1440,0,0
156,00158D000151B4871,20191102,1440,0,0
157,00158D000151B4871,20191103,1440,0,0
158,00158D000151B4871,20191104,1440,0,0
159,00158D000151B4871,20191105,1440,0,0
160,00158D000151B4871,20191106,1440,0,0
161,00158D000151B4871,20191107,1440,0,0
162,00158D000151B4871,20191108,1440,0,0
163,00158D000151B4871,20191109,1440,0,0
164,00158D000151B4871,20191110,1440,0,0
165,00158D000151B4871,20191111,1440,0,0
166,00158D000151B4871,20191112,1440,0,0
167,00158D000151B4871,20191113,1440,0,0
168,00158D000151B4871,20191114,1440,0,0
169,00158D000151B4871,20191115,1440,0,0
170,00158D000151B4871,20191116,1440,0,0
171,00158D000151B4871,20191117,1440,0,0
172,00158D000151B4871,20191118,1440,0,0
173,00158D000151B4871,20191119,1440,0,0
174,00158D000151B4871,20191120,1440,0,0
175,00158D000151B4871,20191121,1440,0,0
176,00158D000151B4871,20191122,1440,0,0
177,00158D000151B4871,20191123,1440,0,0
178,00158D000151B4871,20191124,1440,0,0
179,00158D000151B4871,20191125,1440,0,0
180,00158D000151B4871,20191126,1440,0,0
181,00158D000151B4871,20191127,1440,0,0
182,00158D000151B4871,20191128,1440,0,0
183,00158D000151B4871,20191129,1440,0,0
184,00158D000151B4871,20191130,1440,0,0
185,00158D000151B4871,20191131,1440,0,0
186,00158D0001524B0B1,20191101,1440,0,0
187,00158D0001524B0B1,20191102,1440,0,0
188,00158D0001524B0B1,20191103,1440,0,0
189,00158D0001524B0B1,20191104,1440,0,0
190,00158D0001524B0B1,20191105,1440,0,0
191,00158D0001524B0B1,20191106,1440,0,0
192,00158D0001524B0B1,20191107,1440,0,0
193,00158D0001524B0B1,20191108,1440,0,0
194,00158D0001524B0B1,20191109,1440,0,0
195,00158D0001524B0B1,20191110,1440,0,0
196,00158D0001524B0B1,20191111,1440,0,0
197,00158D0001524B0B1,20191112,1440,0,0
198,00158D0001524B0B1,20191113,1440,0,0
199,00158D0001524B0B1,20191114,1440,0,0
200,00158D0001524B0B1,20191115,1440,0,0
201,00158D0001524B0B1,20191116,1440,0,0
202,00158D0001524B0B1,20191117,1440,0,0
203,00158D0001524B0B1,20191118,1440,0,0
204,00158D0001524B0B1,20191119,1440,0,0
205,00158D0001524B0B1,20191120,1440,0,0
206,00158D0001524B0B1,20191121,1440,0,0
207,00158D0001524B0B1,20191122,1440,0,0
208,00158D0001524B0B1,20191123,1440,0,0
209,00158D0001524B0B1,20191124,1440,0,0
210,00158D0001524B0B1,20191125,1440,0,0
211,00158D0001524B0B1,20191126,1440,0,0
212,00158D0001524B0B1,20191127,1440,0,0
213,00158D0001524B0B1,20191128,1440,0,0
214,00158D0001524B0B1,20191129,1440,0,0
215,00158D0001524B0B1,20191130,1440,0,0
216,00158D0001524B0B1,20191131,1440,0,0
217,00158D000151B4721,20191101,516,210,197
218,00158D000151B4721,20191102,541,365,67
219,00158D000151B4721,20191103,419,162,148
220,00158D000151B4721,20191104,518,155,254
221,00158D000151B4721,20191105,695,167,370
222,00158D000151B4721,20191106,612,69,385
223,00158D000151B4721,20191107,563,156,249
224,00158D000151B4721,20191108,519,101,260
225,00158D000151B4721,20191109,439,4,277
226,00158D000151B4721,20191110,314,70,86
227,00158D000151B4721,20191111,487,0,329
228,00158D000151B4721,20191112,578,140,392
229,00158D000151B4721,20191113,411,128,237
230,00158D000151B4721,20191114,295,137,112
231,00158D000151B4721,20191115,675,238,391
232,00158D000151B4721,20191116,853,419,388
233,00158D000151B4721,20191117,760,364,350
234,00158D000151B4721,20191118,454,8,400
235,00158D000151B4721,20191119,523,158,319
236,00158D000151B4721,20191120,441,0,395
237,00158D000151B4721,20191121,407,0,361
238,00158D000151B4721,20191122,519,102,371
239,00158D000151B4721,20191123,592,124,422
240,00158D000151B4721,20191124,493,153,294
241,00158D000151B4721,20191125,263,0,217
242,00158D000151B4721,20191126,450,0,404
243,00158D000151B4721,20191127,412,0,366
244,00158D000151B4721,20191128,406,0,360
245,00158D000151B4721,20191129,419,147,226
246,00158D000151B4721,20191130,506,4,456
247,00158D000151B4721,20191131,1440,0,0
248,00158D000151B4971,20191101,40,0,40
249,00158D000151B4971,20191102,40,0,40
250,00158D000151B4971,20191103,40,0,40
251,00158D000151B4971,20191104,65,25,40
252,00158D000151B4971,20191105,721,0,721
253,00158D000151B4971,20191106,721,0,721
254,00158D000151B4971,20191107,700,0,700
255,00158D000151B4971,20191108,718,12,706
256,00158D000151B4971,20191109,721,0,721
257,00158D000151B4971,20191110,721,0,721
258,00158D000151B4971,20191111,687,0,687
259,00158D000151B4971,20191112,721,0,721
260,00158D000151B4971,20191113,721,0,721
261,00158D000151B4971,20191114,721,0,721
262,00158D000151B4971,20191115,721,0,721
263,00158D000151B4971,20191116,721,0,721
264,00158D000151B4971,20191117,741,20,721
265,00158D000151B4971,20191118,715,0,715
266,00158D000151B4971,20191119,721,0,721
267,00158D000151B4971,20191120,721,0,721
268,00158D000151B4971,20191121,721,0,721
269,00158D000151B4971,20191122,721,0,721
270,00158D000151B4971,20191123,721,0,721
271,00158D000151B4971,20191124,721,0,721
272,00158D000151B4971,20191125,721,0,721
273,00158D000151B4971,20191126,721,0,721
274,00158D000151B4971,20191127,721,0,721
275,00158D000151B4971,20191128,721,0,721
276,00158D000151B4971,20191129,674,0,674
277,00158D000151B4971,20191130,721,0,721
278,00158D000151B4971,20191131,1440,0,0
279,00158D000151B2081,20191101,1439,0,1439
280,00158D000151B2081,20191102,1439,0,1439
281,00158D000151B2081,20191103,1439,0,1439
282,00158D000151B2081,20191104,1439,0,1439
283,00158D000151B2081,20191105,1439,0,1439
284,00158D000151B2081,20191106,1439,0,1439
285,00158D000151B2081,20191107,1437,0,1437
286,00158D000151B2081,20191108,1439,0,1439
287,00158D000151B2081,20191109,1439,0,1439
288,00158D000151B2081,20191110,1439,0,1439
289,00158D000151B2081,20191111,1439,0,1439
290,00158D000151B2081,20191112,0,0,0
291,00158D000151B2081,20191113,0,0,0
292,00158D000151B2081,20191114,0,0,0
293,00158D000151B2081,20191115,0,0,0
294,00158D000151B2081,20191116,0,0,0
295,00158D000151B2081,20191117,0,0,0
296,00158D000151B2081,20191118,0,0,0
297,00158D000151B2081,20191119,0,0,0
298,00158D000151B2081,20191120,0,0,0
299,00158D000151B2081,20191121,0,0,0
300,00158D000151B2081,20191122,0,0,0
301,00158D000151B2081,20191123,0,0,0
302,00158D000151B2081,20191124,0,0,0
303,00158D000151B2081,20191125,0,0,0
304,00158D000151B2081,20191126,664,0,664
305,00158D000151B2081,20191127,664,0,664
306,00158D000151B2081,20191128,664,0,664
307,00158D000151B2081,20191129,664,0,664
308,00158D000151B2081,20191130,664,0,663
309,00158D000151B2081,20191131,1440,0,0
310,00158D000151B32B1,20191101,1440,0,0
311,00158D000151B32B1,20191102,1440,0,0
312,00158D000151B32B1,20191103,1440,0,0
313,00158D000151B32B1,20191104,1440,0,0
314,00158D000151B32B1,20191105,1440,0,0
315,00158D000151B32B1,20191106,1440,0,0
316,00158D000151B32B1,20191107,1440,0,0
317,00158D000151B32B1,20191108,1440,0,0
318,00158D000151B32B1,20191109,1440,0,0
319,00158D000151B32B1,20191110,1440,0,0
320,00158D000151B32B1,20191111,1440,0,0
321,00158D000151B32B1,20191112,1440,0,0
322,00158D000151B32B1,20191113,1440,0,0
323,00158D000151B32B1,20191114,1440,0,0
324,00158D000151B32B1,20191115,1440,0,0
325,00158D000151B32B1,20191116,0,0,0
326,00158D000151B32B1,20191117,183,183,0
327,00158D000151B32B1,20191118,0,0,0
328,00158D000151B32B1,20191119,127,127,0
329,00158D000151B32B1,20191120,0,0,0
330,00158D000151B32B1,20191121,3,3,0
331,00158D000151B32B1,20191122,196,196,0
332,00158D000151B32B1,20191123,120,120,0
333,00158D000151B32B1,20191124,105,105,0
334,00158D000151B32B1,20191125,64,64,0
335,00158D000151B32B1,20191126,67,3,63
336,00158D000151B32B1,20191127,255,191,63
337,00158D000151B32B1,20191128,64,0,63
338,00158D000151B32B1,20191129,185,121,63
339,00158D000151B32B1,20191130,68,3,63
340,00158D000151B32B1,20191131,1440,0,0
341,00158D000151B4621,20191101,1440,0,0
342,00158D000151B4621,20191102,1440,0,0
343,00158D000151B4621,20191103,1440,0,0
344,00158D000151B4621,20191104,1440,0,0
345,00158D000151B4621,20191105,1440,0,0
346,00158D000151B4621,20191106,1440,0,0
347,00158D000151B4621,20191107,1438,0,0
348,00158D000151B4621,20191108,1440,0,0
349,00158D000151B4621,20191109,1440,0,0
350,00158D000151B4621,20191110,1440,0,0
351,00158D000151B4621,20191111,1440,0,0
352,00158D000151B4621,20191112,1440,0,0
353,00158D000151B4621,20191113,1440,0,0
354,00158D000151B4621,20191114,1440,0,0
355,00158D000151B4621,20191115,1440,0,0
356,00158D000151B4621,20191116,1440,0,0
357,00158D000151B4621,20191117,1440,0,0
358,00158D000151B4621,20191118,1440,0,0
359,00158D000151B4621,20191119,1440,0,0
360,00158D000151B4621,20191120,1440,0,0
361,00158D000151B4621,20191121,1440,0,0
362,00158D000151B4621,20191122,1440,0,0
363,00158D000151B4621,20191123,1440,0,0
364,00158D000151B4621,20191124,1440,0,0
365,00158D000151B4621,20191125,1440,0,0
366,00158D000151B4621,20191126,1440,0,0
367,00158D000151B4621,20191127,1440,0,0
368,00158D000151B4621,20191128,1440,0,0
369,00158D000151B4621,20191129,1440,0,0
370,00158D000151B4621,20191130,1440,0,0
371,00158D000151B4621,20191131,1440,0,0
372,00158D000151B49A1,20191101,1440,0,0
373,00158D000151B49A1,20191102,1440,0,0
374,00158D000151B49A1,20191103,1440,0,0
375,00158D000151B49A1,20191104,1440,0,0
376,00158D000151B49A1,20191105,1440,0,0
377,00158D000151B49A1,20191106,1440,0,0
378,00158D000151B49A1,20191107,1437,0,0
379,00158D000151B49A1,20191108,1440,0,0
380,00158D000151B49A1,20191109,1440,0,0
381,00158D000151B49A1,20191110,1440,0,0
382,00158D000151B49A1,20191111,1440,0,0
383,00158D000151B49A1,20191112,1440,0,0
384,00158D000151B49A1,20191113,1440,0,0
385,00158D000151B49A1,20191114,1440,0,0
386,00158D000151B49A1,20191115,1440,0,0
387,00158D000151B49A1,20191116,1440,0,0
388,00158D000151B49A1,20191117,1440,0,0
389,00158D000151B49A1,20191118,1440,0,0
390,00158D000151B49A1,20191119,1440,0,0
391,00158D000151B49A1,20191120,1440,0,0
392,00158D000151B49A1,20191121,1440,0,0
393,00158D000151B49A1,20191122,1440,0,0
394,00158D000151B49A1,20191123,1440,0,0
395,00158D000151B49A1,20191124,1440,0,0
396,00158D000151B49A1,20191125,1440,0,0
397,00158D000151B49A1,20191126,1440,0,0
398,00158D000151B49A1,20191127,1440,0,0
399,00158D000151B49A1,20191128,1440,0,0
400,00158D000151B49A1,20191129,1440,0,0
401,00158D000151B49A1,20191130,1440,0,0
402,00158D000151B49A1,20191131,1440,0,0
403,00158D000151B4841,20191101,622,0,183
404,00158D000151B4841,20191102,622,0,183
405,00158D000151B4841,20191103,622,0,183
406,00158D000151B4841,20191104,622,0,183
407,00158D000151B4841,20191105,1368,0,1368
408,00158D000151B4841,20191106,1368,0,1368
409,00158D000151B4841,20191107,1364,0,1364
410,00158D000151B4841,20191108,1368,0,1368
411,00158D000151B4841,20191109,1368,0,1368
412,00158D000151B4841,20191110,1368,0,1368
413,00158D000151B4841,20191111,1368,0,1368
414,00158D000151B4841,20191112,892,0,548
415,00158D000151B4841,20191113,892,0,548
416,00158D000151B4841,20191114,892,0,548
417,00158D000151B4841,20191115,892,0,548
418,00158D000151B4841,20191116,892,0,548
419,00158D000151B4841,20191117,892,0,548
420,00158D000151B4841,20191118,892,0,548
421,00158D000151B4841,20191119,1099,0,762
422,00158D000151B4841,20191120,1099,0,762
423,00158D000151B4841,20191121,1099,0,762
424,00158D000151B4841,20191122,1099,0,762
425,00158D000151B4841,20191123,1099,0,762
426,00158D000151B4841,20191124,1099,0,762
427,00158D000151B4841,20191125,1099,0,762
428,00158D000151B4841,20191126,961,0,444
429,00158D000151B4841,20191127,961,0,444
430,00158D000151B4841,20191128,961,0,444
431,00158D000151B4841,20191129,961,0,444
432,00158D000151B4841,20191130,962,0,444
433,00158D000151B4841,20191131,1440,0,0
434,00158D000151B1FB1,20191101,0,0,0
435,00158D000151B1FB1,20191102,0,0,0
436,00158D000151B1FB1,20191103,0,0,0
437,00158D000151B1FB1,20191104,0,0,0
438,00158D000151B1FB1,20191105,241,0,241
439,00158D000151B1FB1,20191106,241,0,241
440,00158D000151B1FB1,20191107,239,0,239
441,00158D000151B1FB1,20191108,241,0,241
442,00158D000151B1FB1,20191109,241,0,241
443,00158D000151B1FB1,20191110,241,0,241
444,00158D000151B1FB1,20191111,241,0,241
445,00158D000151B1FB1,20191112,37,0,37
446,00158D000151B1FB1,20191113,37,0,37
447,00158D000151B1FB1,20191114,37,0,37
448,00158D000151B1FB1,20191115,37,0,37
449,00158D000151B1FB1,20191116,0,0,0
450,00158D000151B1FB1,20191117,1440,0,0
451,00158D000151B1FB1,20191118,1440,0,0
452,00158D000151B1FB1,20191119,1440,0,0
453,00158D000151B1FB1,20191120,1440,0,0
454,00158D000151B1FB1,20191121,1440,0,0
455,00158D000151B1FB1,20191122,1440,0,0
456,00158D000151B1FB1,20191123,1440,0,0
457,00158D000151B1FB1,20191124,1440,0,0
458,00158D000151B1FB1,20191125,1440,0,0
459,00158D000151B1FB1,20191126,0,0,0
460,00158D000151B1FB1,20191127,37,0,37
461,00158D000151B1FB1,20191128,37,0,37
462,00158D000151B1FB1,20191129,37,0,37
463,00158D000151B1FB1,20191130,38,0,37
464,00158D000151B1FB1,20191131,1440,0,0
465,00158D000150945A1,20191101,1440,0,0
466,00158D000150945A1,20191102,1440,0,0
467,00158D000150945A1,20191103,1440,0,0
468,00158D000150945A1,20191104,1440,0,0
469,00158D000150945A1,20191105,1440,0,0
470,00158D000150945A1,20191106,1440,0,0
471,00158D000150945A1,20191107,1440,0,0
472,00158D000150945A1,20191108,1440,0,0
473,00158D000150945A1,20191109,1440,0,0
474,00158D000150945A1,20191110,1440,0,0
475,00158D000150945A1,20191111,1440,0,0
476,00158D000150945A1,20191112,1440,0,0
477,00158D000150945A1,20191113,1440,0,0
478,00158D000150945A1,20191114,1440,0,0
479,00158D000150945A1,20191115,1440,0,0
480,00158D000150945A1,20191116,1440,0,0
481,00158D000150945A1,20191117,1440,0,0
482,00158D000150945A1,20191118,1440,0,0
483,00158D000150945A1,20191119,1440,0,0
484,00158D000150945A1,20191120,1440,0,0
485,00158D000150945A1,20191121,1440,0,0
486,00158D000150945A1,20191122,1440,0,0
487,00158D000150945A1,20191123,1440,0,0
488,00158D000150945A1,20191124,1440,0,0
489,00158D000150945A1,20191125,1440,0,0
490,00158D000150945A1,20191126,1440,0,0
491,00158D000150945A1,20191127,1440,0,0
492,00158D000150945A1,20191128,1440,0,0
493,00158D000150945A1,20191129,1440,0,0
494,00158D000150945A1,20191130,1440,0,0
495,00158D000150945A1,20191131,1440,0,0
496,00158D00015094F21,20191101,1440,0,0
497,00158D00015094F21,20191102,1440,0,0
498,00158D00015094F21,20191103,1440,0,0
499,00158D00015094F21,20191104,1440,0,0
500,00158D00015094F21,20191105,1440,0,0
501,00158D00015094F21,20191106,1440,0,0
502,00158D00015094F21,20191107,1440,0,0
503,00158D00015094F21,20191108,1440,0,0
504,00158D00015094F21,20191109,1440,0,0
505,00158D00015094F21,20191110,1440,0,0
506,00158D00015094F21,20191111,1440,0,0
507,00158D00015094F21,20191112,1440,0,0
508,00158D00015094F21,20191113,1440,0,0
509,00158D00015094F21,20191114,1440,0,0
510,00158D00015094F21,20191115,1440,0,0
511,00158D00015094F21,20191116,1440,0,0
512,00158D00015094F21,20191117,1440,0,0
513,00158D00015094F21,20191118,1440,0,0
514,00158D00015094F21,20191119,1440,0,0
515,00158D00015094F21,20191120,1440,0,0
516,00158D00015094F21,20191121,1440,0,0
517,00158D00015094F21,20191122,1440,0,0
518,00158D00015094F21,20191123,1440,0,0
519,00158D00015094F21,20191124,1440,0,0
520,00158D00015094F21,20191125,1440,0,0
521,00158D00015094F21,20191126,1440,0,0
522,00158D00015094F21,20191127,1440,0,0
523,00158D00015094F21,20191128,1440,0,0
524,00158D00015094F21,20191129,1440,0,0
525,00158D00015094F21,20191130,1440,0,0
526,00158D00015094F21,20191131,1440,0,0
527,00158D000150951C1,20191101,1440,0,0
528,00158D000150951C1,20191102,1440,0,0
529,00158D000150951C1,20191103,1440,0,0
530,00158D000150951C1,20191104,1440,0,0
531,00158D000150951C1,20191105,1440,0,0
532,00158D000150951C1,20191106,1440,0,0
533,00158D000150951C1,20191107,1440,0,0
534,00158D000150951C1,20191108,1440,0,0
535,00158D000150951C1,20191109,1440,0,0
536,00158D000150951C1,20191110,1440,0,0
537,00158D000150951C1,20191111,1440,0,0
538,00158D000150951C1,20191112,1440,0,0
539,00158D000150951C1,20191113,1440,0,0
540,00158D000150951C1,20191114,1440,0,0
541,00158D000150951C1,20191115,1440,0,0
542,00158D000150951C1,20191116,1440,0,0
543,00158D000150951C1,20191117,1440,0,0
544,00158D000150951C1,20191118,1440,0,0
545,00158D000150951C1,20191119,1440,0,0
546,00158D000150951C1,20191120,1440,0,0
547,00158D000150951C1,20191121,1440,0,0
548,00158D000150951C1,20191122,1440,0,0
549,00158D000150951C1,20191123,1440,0,0
550,00158D000150951C1,20191124,1440,0,0
551,00158D000150951C1,20191125,1440,0,0
552,00158D000150951C1,20191126,1440,0,0
553,00158D000150951C1,20191127,1440,0,0
554,00158D000150951C1,20191128,1440,0,0
555,00158D000150951C1,20191129,1440,0,0
556,00158D000150951C1,20191130,1440,0,0
557,00158D000150951C1,20191131,1440,0,0
558,00158D00015095211,20191101,35,9,26
559,00158D00015095211,20191102,77,4,73
560,00158D00015095211,20191103,73,0,73
561,00158D00015095211,20191104,73,0,73
562,00158D00015095211,20191105,73,0,73
563,00158D00015095211,20191106,73,0,73
564,00158D00015095211,20191107,73,0,73
565,00158D00015095211,20191108,73,0,73
566,00158D00015095211,20191109,156,83,73
567,00158D00015095211,20191110,135,62,73
568,00158D00015095211,20191111,73,0,73
569,00158D00015095211,20191112,80,7,73
570,00158D00015095211,20191113,73,0,73
571,00158D00015095211,20191114,73,0,73
572,00158D00015095211,20191115,73,0,73
573,00158D00015095211,20191116,73,0,73
574,00158D00015095211,20191117,73,0,73
575,00158D00015095211,20191118,73,0,73
576,00158D00015095211,20191119,0,0,0
577,00158D00015095211,20191120,0,0,0
578,00158D00015095211,20191121,0,0,0
579,00158D00015095211,20191122,0,0,0
580,00158D00015095211,20191123,0,0,0
581,00158D00015095211,20191124,53,53,0
582,00158D00015095211,20191125,4,4,0
583,00158D00015095211,20191126,2,2,0
584,00158D00015095211,20191127,0,0,0
585,00158D00015095211,20191128,0,0,0
586,00158D00015095211,20191129,0,0,0
587,00158D00015095211,20191130,8,0,0
588,00158D00015095211,20191131,1440,0,0
589,00158D00015095281,20191101,1440,0,0
590,00158D00015095281,20191102,1440,0,0
591,00158D00015095281,20191103,1440,0,0
592,00158D00015095281,20191104,1440,0,0
593,00158D00015095281,20191105,1440,0,0
594,00158D00015095281,20191106,1440,0,0
595,00158D00015095281,20191107,1440,0,0
596,00158D00015095281,20191108,1440,0,0
597,00158D00015095281,20191109,1440,0,0
598,00158D00015095281,20191110,1440,0,0
599,00158D00015095281,20191111,1440,0,0
600,00158D00015095281,20191112,1440,0,0
601,00158D00015095281,20191113,1440,0,0
602,00158D00015095281,20191114,1440,0,0
603,00158D00015095281,20191115,1440,0,0
604,00158D00015095281,20191116,1440,0,0
605,00158D00015095281,20191117,1440,0,0
606,00158D00015095281,20191118,1440,0,0
607,00158D00015095281,20191119,1440,0,0
608,00158D00015095281,20191120,1440,0,0
609,00158D00015095281,20191121,1440,0,0
610,00158D00015095281,20191122,1440,0,0
611,00158D00015095281,20191123,1440,0,0
612,00158D00015095281,20191124,1440,0,0
613,00158D00015095281,20191125,1440,0,0
614,00158D00015095281,20191126,1440,0,0
615,00158D00015095281,20191127,1440,0,0
616,00158D00015095281,20191128,1440,0,0
617,00158D00015095281,20191129,1440,0,0
618,00158D00015095281,20191130,1440,0,0
619,00158D00015095281,20191131,1440,0,0
620,00158D00015095321,20191101,0,0,0
621,00158D00015095321,20191102,0,0,0
622,00158D00015095321,20191103,0,0,0
623,00158D00015095321,20191104,0,0,0
624,00158D00015095321,20191105,78,78,0
625,00158D00015095321,20191106,54,54,0
626,00158D00015095321,20191107,0,0,0
627,00158D00015095321,20191108,0,0,0
628,00158D00015095321,20191109,0,0,0
629,00158D00015095321,20191110,0,0,0
630,00158D00015095321,20191111,0,0,0
631,00158D00015095321,20191112,0,0,0
632,00158D00015095321,20191113,0,0,0
633,00158D00015095321,20191114,0,0,0
